上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600216,浙江医药股份有限公司,"Zhejiang Medicine Co., ltd",浙江医药,600216,"药品生产、预包装食品批发、保健食品生产。以下限分支机构凭有效许可证经营：药品生产销售、化工中间体、食品添加剂、饲料添加剂、添加剂预混合饲料、原料药（维生素E）的生产，预包装食品零售，危险化学品的生产（储存），工业氢（合格品）的生产，货运，药品经营。一般经营项目：化工产品（不含危险品）、饲料添加剂、卫生材料、制药机械、消字号产品、化妆品、化学试剂（不含危险品）的销售，技术开发，经营进出口业务及进料加工和""三来一补""业务，医疗器械（限一类）的零售。（上述经营范围不含国家法律法规规定禁止、限制和许可经营?",制造业,浙江
C600217,陕西秦岭水泥(集团)股份有限公司,"Shaanxi Qinling Cement Co.,ltd",秦岭水泥,600217,"水泥、水泥熟料及水泥深加工产品、水泥生产及研究开发所需原料、设备配件、其他建材的生产、销售;相关产品的销售、运输;与水泥产品相关的技术服务。
",制造业,陕西
C600218,安徽全柴动力股份有限公司,"Anhui Quanchai Engine Co., ltd.",全柴动力,600218,内燃机、拖拉机、农用车、工程机械、环保机械、收获机械、生物工程机械、零配件、塑料制品、建筑材料生产、研制、开发、销售、出口、技术咨询；本企业所属的机械设备、零配件、原辅材料的进口业务。,制造业,安徽
C600219,山东南山铝业股份有限公司,"Shandong Nanshan Alumium Co., ltd.",南山铝业,600219,"    前置许可经营项目：许可证范围内电力生产、（以下限分支机构经营）天然气销售。 
    一般经营项目：石墨和碳素制品，铝及铝合金制品开发、生产、加工、销售；批准范围的自营进出口、进料加工和'三来一补'业务（以上国家有规定的须凭许可批准经营）；装饰装修及铝合金结构制品、铝门窗的安装（须凭资质证书经营）；模具设计与制造；燃气灶具、金属材料、机械设备销售；铝合金压力加工工程和技术研究开发、技术咨询、技术服务；检验测试。",制造业,山东
C600220,江苏阳光股份有限公司,"Jiangsu Sunshine Co., ltd.",江苏阳光,600220,"呢绒、毛纱、毛线、针纺织品、服装、纺织机械及配件制造、销售、毛洗净分梳、纺织原料（皮棉除外）、金属材料、建筑材料、装璜材料、五金、电子产品及通信设备（卫星地面接收设施除外）、玻璃销售。出口本企业生产的呢绒、毛纱、针织绒及服装, 进口企业生产研究所需的原辅材料、机械设备、仪器仪表、零配件.",制造业,江苏
C600221,海南航空股份有限公司,Hainan Airlines Company Limited,海南航空,600221,国际、国内（含港澳）航空客货邮运输业务；与航空运输相关的服务业务；航空旅游；机上供应品；航空器材；航空地面设备及零配件的生产；候机楼服务和经营；保险兼业代理服务（限人身意外险）。,交通运输、仓储业,海南
C600222,河南太龙药业股份有限公司,"Henan Taloph Pharmaceutical Stock Co.,Ltd",太龙药业,600222,药品生产、销售（限公司及分支机构凭有效许可证经营）；药用植物的种植、销售（按国家有关规定）；咨询服务，技术服务；经营本企业自产产品及相关技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）。,制造业,河南
C600223,鲁商置业股份有限公司,"Lushang Property Co.,Ltd.",鲁商置业,600223,房地产开发与经营管理；物业管理；建筑安装及建筑装饰（以上凭资质经营）；房地产销售代理及资询；工程管理服务；日用品、服装、鞋帽、纺织品、五金交电、工艺美术品、家具、电子设备、办公用品、皮革制品、建材销售,房地产业,山东
C600225,天津松江股份有限公司,"Tianjin Songjiang Co., ltd.",天津松江,600225,以自有资金对房地产、高新技术产业、公用事业、环保业、物流业、能源、建材、建筑行业、文教体育卫生行业、旅游业、餐饮娱乐业、传媒业、园林绿化业进行投资；道路、桥梁开发、建设；证券投资；沿线附属设施开发、建设、经营、管理；房地产开发；商品房销售；房屋租赁。,房地产业,天津
C600226,浙江升华拜克生物股份有限公司,"Zhejiang Shenghua Biok Biology Co.,Ltd.",升华拜克,600226,马杜霉素、阿维菌素、伊维菌素、迪克拉苏、盐霉素兽药、农药原料药及制品，相关饲料添加剂的生产、销售，兽药生产（范围详见《中华人民共和国兽药生产许可证》），肥料生产、热电联供（均凭有关许可证经营）。出口本企业自产的医药及化工产品，进口本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件（凭外经贸部批准文件）。,制造业,浙江
C600227,贵州赤天化股份有限公司,"Guizhou Chitianhua Co.,ltd.",赤天化,600227,"氮肥、磷肥、复合（混）肥、合成氨等化学肥料、其他基础化学原料、硫磺等化工产品及原料、包装袋、农膜等塑料制品、精细化工产品(不含化学危险品)的生产、购销、技术开发；生产工业用氮、生产工业用氧、生产工业用氢；购销甲醇、二甲醚、双氧水、甲醛、氢氧化钠等化工产品；房屋、土地租赁；纸浆、纸及纸产品购、销；粮、油及农副产品购、销；建材产品购、销；资本营运及相关投资业务""。",制造业,贵州
C600228,江西昌九生物化工股份有限公司,"Jiangxi Changjiu Biochemical Industry Co.,Ltd.",昌九生化,600228,    聚丙烯酰胺、双氧水、甲醇、白炭黑、液体二氧化碳、过氧乙酸、氢气、氧气、氮气、硫、塑料管材、尿素、合成氨等化工原料、环保及生化产品的研制、生产和销售。,制造业,江西
C600229,青岛碱业股份有限公司,Qingdao Soda Ash Industrial Company Ltd.,青岛碱业,600229,"    许可经营项目：生产、销售：纯碱，化工产品（不含危险品）；蒸汽供应。
    一般经营项目：货物和技术的进出口；海水、白泥管道运输；普通机械设备安装、维修；建筑工程。
    （以上经营范围需经许可经营的，须凭许可证经营）”",制造业,山东
C600230,沧州大化股份有限公司,Cangzhou Dahua Co.ltd,沧州大化,600230,    尿素、合成氨、硝酸的生产；工业循环水的生产、销售；化工机械、电气、仪表的技术服务；货物进出口；（以下限分支机构经营，取得安全生产许可证后方可正式生产）：甲苯二异氰酸酯（TDI）、二硝基甲苯（DNT）、盐酸、邻甲苯二胺（OTD）、烧碱、液氯、硫酸、次氯酸钠、芒硝、氯化氢的生产。,制造业,河北
C600231,凌源钢铁股份有限公司,"Lingyuan Iron & Steel Co., ltd",凌钢股份,600231,冶金产品生产、经营、开发；氧（压缩的、液化的）、氮（压缩的、液化的）、氩（压缩的、液化的）、氢气制造；经营产品的进出口业务。以下经营项目由取得有关行政审批或许可的本公司独资公司经营：黑色金属矿石开采；黑色金属矿石洗选及深加工；冶金机械制造及备件加工；冶金产品经营项目的开发、设计、安装及管理；公路运输；铁矿石及铁精粉收购；住宿、餐饮服务；房地产开发经营；建筑工程设计施工；道路与土方工程施工；房屋拆迁；室内外装饰、装修；房屋租赁；物业管理（国家禁止或限制的，不得经营；应取得有关部门审批、许可或者资质,制造业,辽宁
C600232,浙江金鹰股份有限公司,"Zhejiang Golden Eagle Co.,Ltd.",金鹰股份,600232,"机械制造、纺织品、丝绸、服装生产、加工，黑色及有色金属、机电及机配件、五金化工、轻纺及桑蚕绢纺原料、燃料、木材的购销，亚麻种植与购销，饮食服务，经营本企业或本企业成员企业自产产品及相关技术的出口业务，经营本企业或本企业成员企业生产、科研所需原辅材料、机械设备、仪器设备、零配件等商品及相关技术的进口业务，开展""三来一补""业务""。",制造业,浙江
C600233,大连大杨创世股份有限公司,"Dalian Dayang Trands Co., ltd",大杨创世,600233,服装制造、包装制品、服饰辅料制造（以上由下属公司经营）；商业贸易（不含专项审批）；进出口业务（许可范围内）,制造业,辽宁
C600234,太原天龙集团股份有限公司,"Tai Yuan Tianlong Group Co.,Ltd",*ST天龙,600234,"生产及销售VCD机、DVD机、功放、音箱等电子产品及家用电器(涉及许可证的项目,须领证后才能经营)；开发、生产、销售有线电话、无绳电话、移动电话等通讯器材及其他消费性数字电子产品；销售焦碳、生铁及其他矿产品；汽车及其零部件销售。批发零售副食品及其它食品(除售烟)、针纺织品、百货、劳保用品、日用杂品、五金交电、化工产品、普通机械、通讯设备、卫生洁具、建材家具、装璜材料、服装、音响器材、医疗器械、营养保健品、音像制品、零售烟、黄金饰品、食品加工、零售粮油、盐、住宿、餐饮、服务、娱乐、旅游；停车服务、自有房屋租?",批发和零售贸易,山西
C600235,民丰特种纸股份有限公司,"Minfeng Special Paper Co., ltd.",民丰特纸,600235,纸浆、纸和纸制品（含烟草专卖生产许可的卷烟纸）的制造、销售，造纸设备的设计、制造、安装、维修和技术服务；机械配件的制造、加工；车船及机械设备维修；化工原料(不含危险品)、热、电、水的生产；按国家对外经济贸易部批准范围从事进出口业务；仓储服务（不含危险品）；包装装潢、其他印刷品印刷（限分支机构，凭《印刷经营许可证》经营）。,制造业,浙江
